country,region,year,fertility_rate,birth_attended_staff_rate,child_mortality_rate,maternal_mortality_rate,average_life_expectancy,health_spending_per_person,health_spending_rate
North Macedonia,EUR,1996,0.0192,0.95,0.0211,0.00014900000000000002,71.0,202.0,0.0875
Mali,AFR,1996,0.0702,0.4,0.20800000000000002,0.00505,51.9,21.6,0.0784
Malta,EUR,1996,0.0193,0.0,0.00898,0.00011200000000000001,78.0,639.0,0.0622
Myanmar,SEAR,1996,0.029900000000000006,0.0,0.0991,0.0019,57.4,2.54,0.0212
Montenegro,EUR,1996,0.0195,0.0,0.0151,9.350000000000001e-05,74.1,102.0,0.07690000000000001
Mongolia,WBR,1996,0.0257,0.0,0.08259999999999999,0.0018100000000000002,59.6,21.0,0.0415
Mozambique,AFR,1996,0.0592,0.0,0.21,0.00205,52.6,8.43,0.0427
Mauritania,AFR,1996,0.057,0.0,0.114,0.0071,61.7,23.3,0.0381
Mauritius,AFR,1996,0.021,0.975,0.0227,0.00045599999999999997,71.2,135.0,0.0352
Malawi,AFR,1996,0.0636,0.0,0.19899999999999998,0.00262,46.0,10.6,0.0466
Malaysia,WBR,1996,0.032400000000000005,0.0,0.0129,0.0007639999999999999,72.2,137.0,0.0288
Namibia,AFR,1996,0.0447,0.0,0.0721,0.0016699999999999998,59.2,135.0,0.06570000000000001
Niger,AFR,1996,0.07719999999999999,0.0,0.266,0.00366,50.0,6.78,0.0319
Nigeria,AFR,1996,0.0622,0.0,0.203,0.00282,54.4,51.2,0.0451
Nicaragua,AMR,1996,0.0362,0.0,0.0475,0.000875,71.5,58.3,0.08310000000000001
Netherlands,EUR,1996,0.0153,0.0,0.00671,0.00013199999999999998,77.8,2210.0,0.0821
Norway,EUR,1996,0.0189,0.992,0.0054399999999999995,2.6899999999999997e-05,78.3,3180.0,0.087
New Zealand,WBR,1996,0.0207,0.0,0.008400000000000001,0.000113,77.0,1280.0,0.0702
Oman,EMR,1996,0.0498,0.0,0.0222,0.000557,68.1,238.0,0.0356
Pakistan,EMR,1996,0.052000000000000005,0.0,0.12300000000000001,0.00292,60.4,15.0,0.0334
Panama,AMR,1996,0.0283,0.899,0.027600000000000003,0.000602,77.0,245.0,0.0718
Peru,AMR,1996,0.0323,0.564,0.0539,0.0022199999999999998,72.5,104.0,0.045
Philippines,WBR,1996,0.0396,0.0,0.0421,0.0008740000000000001,69.9,41.4,0.0354
Papua New Guinea,WBR,1996,0.046500000000000014,0.513,0.07809999999999999,0.00298,63.4,38.9,0.0365
Poland,EUR,1996,0.0165,0.997,0.0132,0.000102,72.5,241.0,0.0588
Portugal,EUR,1996,0.0145,0.0,0.00915,9.240000000000001e-05,75.6,939.0,0.078
Paraguay,AMR,1996,0.0401,0.608,0.0372,0.00119,75.1,121.0,0.068
Qatar,EMR,1996,0.0353,1.0,0.0146,0.000728,70.6,641.0,0.0362
Romania,EUR,1996,0.0134,0.99,0.0266,0.000535,69.0,60.0,0.0367
Russia,EUR,1996,0.0127,0.991,0.0216,0.000539,66.1,147.0,0.0555
Rwanda,AFR,1996,0.0605,0.0,0.18600000000000003,0.00454,47.7,11.0,0.0462
Saudi Arabia,EMR,1996,0.0475,0.914,0.0286,0.00053,69.6,248.0,0.0296
Sudan,EMR,1996,0.0576,0.0,0.11699999999999999,0.00252,61.5,11.5,0.0395
Senegal,AFR,1996,0.0588,0.0,0.141,0.0036200000000000004,59.5,24.1,0.0408
Singapore,WBR,1996,0.0166,0.997,0.0048,4.57e-05,77.4,766.0,0.0296
Solomon Islands,WBR,1996,0.0508,0.0,0.0328,0.00283,56.7,46.6,0.0471
Sierra Leone,AFR,1996,0.06559999999999999,0.0,0.252,0.00415,51.8,35.1,0.145
El Salvador,AMR,1996,0.0348,0.0,0.042,0.0009789999999999998,72.2,135.0,0.0758
Somalia,EMR,1996,0.0768,0.0,0.172,0.0042,50.4,4.93,0.0259
Serbia,EUR,1996,0.0186,0.988,0.0174,0.00017399999999999995,70.4,128.0,0.0732
Sao Tome and Principe,WBR,1996,0.0549,0.0,0.10099999999999999,0.00197,64.1,80.7,0.0774
Suriname,AMR,1996,0.03,0.0,0.0396,0.0007570000000000001,71.4,144.0,0.0741
Slovak Republic,WBR,1996,0.0153,1.0,0.0115,9.429999999999999e-05,73.2,253.0,0.0644
Slovenia,EUR,1996,0.0125,0.999,0.00698,0.000121,75.3,812.0,0.0764
Sweden,EUR,1996,0.016,0.0,0.00454,5.3e-05,79.3,2560.0,0.08199999999999999
Eswatini,AFR,1996,0.046500000000000014,0.0,0.10099999999999999,0.00106,57.2,88.0,0.054000000000000006
Seychelles,AFR,1996,0.0228,0.0,0.0141,0.000729,71.1,356.0,0.0533
Syria,EMR,1996,0.0441,0.0,0.0283,0.000544,70.1,59.5,0.055
Chad,AFR,1996,0.07429999999999999,0.0,0.19699999999999998,0.00435,53.1,12.2,0.0549
Togo,AFR,1996,0.0567,0.0,0.132,0.00318,57.2,18.2,0.0466
Thailand,SEAR,1996,0.0182,0.0,0.0268,0.00086,70.6,116.0,0.0384
Tajikistan,EUR,1996,0.0446,0.79,0.10800000000000001,0.000727,64.1,5.53,0.0311
Turkmenistan,EUR,1996,0.0332,0.958,0.0859,0.000646,64.2,18.1,0.0325
Timor-Leste,SEAR,1996,0.0663,0.0,0.132,0.00365,64.2,28.1,0.06509999999999999
Tonga,WBR,1996,0.0439,0.0,0.0187,0.00114,71.6,95.5,0.0516
Trinidad and Tobago,AMR,1996,0.019,0.98,0.0288,0.00063,69.5,197.0,0.0433
Tunisia,EMR,1996,0.0249,0.0,0.0401,0.000675,73.3,123.0,0.05690000000000001
Turkey,EUR,1996,0.0271,0.0,0.0509,0.0007779999999999999,71.5,117.0,0.029
Tanzania,AFR,1996,0.0583,0.382,0.153,0.00249,52.7,7.14,0.0338
Uganda,AFR,1996,0.0699,0.0,0.165,0.00126,48.1,17.3,0.0606
Ukraine,EUR,1996,0.0134,0.999,0.0204,0.00038500000000000003,67.3,53.9,0.0614
Uruguay,AMR,1996,0.0236,0.98,0.0199,0.000309,73.9,682.0,0.108
United States,AMR,1996,0.0198,0.994,0.00918,0.000129,76.4,3900.0,0.135
Uzbekistan,EUR,1996,0.0336,0.975,0.0697,0.00024900000000000004,65.2,32.0,0.0543
St. Vincent and the Grenadines,WBR,1996,0.0264,0.0,0.0224,0.0005679999999999999,70.5,116.0,0.044500000000000005
Venezuela,AMR,1996,0.0302,0.0,0.0255,0.000675,73.3,106.0,0.0349
Vietnam,WBR,1996,0.0253,0.0,0.0369,0.000338,71.1,16.4,0.0501
Vanuatu,WBR,1996,0.0468,0.0,0.03,0.00123,63.3,36.9,0.0215
Samoa,WBR,1996,0.0469,0.0,0.0244,0.0009050000000000001,67.8,69.3,0.0522
Yemen,EMR,1996,0.0725,0.0,0.109,0.00215,61.5,25.1,0.0475
South Africa,AFR,1996,0.0304,0.0,0.0627,0.0008449999999999999,61.8,271.0,0.0796
Zambia,AFR,1996,0.06150000000000001,0.465,0.17800000000000002,0.00249,46.1,21.0,0.0589
Zimbabwe,AFR,1996,0.0433,0.0,0.10400000000000001,0.00109,52.5,57.1,0.0794
Afghanistan,EMR,1997,0.0764,0.0,0.142,0.00448,54.5,0.0,0.0
Angola,AFR,1997,0.0679,0.0,0.21899999999999997,0.00267,51.6,13.5,0.0226
Albania,EUR,1997,0.0242,0.988,0.0303,0.00013800000000000002,72.9,36.1,0.0481
United Arab Emirates,EMR,1997,0.0306,0.0,0.0123,0.000177,69.0,751.0,0.0249
Argentina,AMR,1997,0.0266,0.972,0.0221,0.0005920000000000001,73.6,686.0,0.0836
Armenia,EUR,1997,0.017,0.964,0.0356,0.00034799999999999995,71.1,30.3,0.0579
Antigua and Barbuda,AMR,1997,0.0228,0.0,0.0186,0.000259,73.5,372.0,0.0464
Australia,WBR,1997,0.0179,0.993,0.00659,8.699999999999999e-05,78.8,1760.0,0.0746
Austria,EUR,1997,0.0139,0.982,0.00601,4.2e-05,77.7,2550.0,0.0978
Azerbaijan,EUR,1997,0.0233,0.904,0.0889,0.000425,65.7,27.5,0.0549
Burundi,AFR,1997,0.0718,0.0,0.171,0.0055,43.0,8.36,0.0532
Belgium,EUR,1997,0.0161,0.0,0.00671,0.000101,77.5,1910.0,0.0776
Benin,AFR,1997,0.062,0.0,0.149,0.0036299999999999995,57.1,16.3,0.0431
Burkina Faso,AFR,1997,0.0675,0.0,0.18899999999999997,0.00256,50.8,10.9,0.0453
Bulgaria,EUR,1997,0.0123,0.999,0.0193,0.000472,68.9,63.9,0.0512
Bahrain,EMR,1997,0.029300000000000007,0.0,0.0152,0.00041900000000000005,70.9,504.0,0.046500000000000014
Bahamas,AMR,1997,0.0236,0.99,0.0169,0.0005679999999999999,71.1,948.0,0.0647
Bosnia and Herzegovina,EUR,1997,0.0166,0.987,0.0115,0.000261,73.9,88.9,0.079
Belarus,EUR,1997,0.0134,0.999,0.0151,0.000265,68.7,91.1,0.0659
Belize,AMR,1997,0.0391,0.0,0.0265,0.000475,71.4,110.0,0.039
Bolivia,AMR,1997,0.0437,0.0,0.08900000000000001,0.00317,65.0,44.9,0.0442
Brazil,AMR,1997,0.0246,0.986,0.0422,0.000714,70.1,356.0,0.0681
Barbados,AMR,1997,0.0174,0.0,0.0149,0.000489,74.2,494.0,0.0594
Brunei,WBR,1997,0.0263,0.996,0.0115,0.00032900000000000003,72.1,634.0,0.0376
Bhutan,SEAR,1997,0.042,0.0,0.0912,0.00314,64.8,35.3,0.0544
Botswana,AFR,1997,0.0372,0.0,0.0788,0.00139,49.0,138.0,0.0442
Central African Republic,AFR,1997,0.0556,0.0,0.175,0.00521,43.8,10.8,0.0377
Canada,AMR,1997,0.0158,0.993,0.006529999999999999,8.32e-05,78.6,1870.0,0.08789999999999999
Switzerland,EUR,1997,0.0149,0.0,0.00595,5.41e-05,79.6,3700.0,0.0995
Chile,AMR,1997,0.0223,0.994,0.0122,0.000314,76.0,417.0,0.0747
China,WBR,1997,0.0153,0.938,0.0435,0.000715,70.5,31.0,0.0405
Cote d'Ivoire,WBR,1997,0.0592,0.0,0.152,0.0030600000000000002,51.1,46.6,0.0616
Cameroon,AFR,1997,0.058,0.0,0.153,0.00406,55.7,28.9,0.0464
"Congo, Dem. Rep.",WBR,1997,0.0711,0.0,0.171,0.0026899999999999997,53.1,5.44,0.0414
"Congo, Rep.",WBR,1997,0.0512,0.0,0.11199999999999999,0.00371,46.7,23.4,0.0291
Colombia,AMR,1997,0.0254,0.0,0.0277,0.000723,73.5,270.0,0.0957
Comoros,AFR,1997,0.0527,0.0,0.10400000000000001,0.0027,60.1,15.8,0.0387
Cape Verde,AFR,1997,0.0422,0.0,0.0497,0.0012699999999999999,69.5,54.2,0.0454
Costa Rica,AMR,1997,0.0265,0.0,0.0147,0.000393,77.2,216.0,0.06150000000000001
Cuba,AMR,1997,0.0163,0.999,0.00967,0.000526,76.2,127.0,0.0554
Cyprus,EUR,1997,0.0195,1.0,0.008,0.00015800000000000002,75.9,716.0,0.0553
Czech Republic,EUR,1997,0.0122,1.0,0.00695,4.429999999999999e-05,74.1,369.0,0.064
Germany,EUR,1997,0.0133,0.0,0.00592,8.09e-05,77.5,2700.0,0.103
Djibouti,EMR,1997,0.0496,0.0,0.107,0.00373,60.4,34.0,0.045
Denmark,EUR,1997,0.0175,0.983,0.0059900000000000005,6.979999999999999e-05,76.3,2630.0,0.0815
Dominican Republic,AMR,1997,0.0301,0.0,0.0452,0.0007959999999999999,73.3,133.0,0.0565
Algeria,AFR,1997,0.029900000000000006,0.0,0.0416,0.00162,69.7,66.9,0.0406
Ecuador,AMR,1997,0.0323,0.0,0.0353,0.000822,74.2,88.5,0.0441
Egypt,EMR,1997,0.0346,0.564,0.0566,0.0007779999999999999,67.2,58.5,0.0497
Eritrea,AFR,1997,0.0567,0.0,0.10099999999999999,0.00465,54.5,9.1,0.042
Estonia,EUR,1997,0.0134,0.993,0.013800000000000002,0.00018700000000000002,70.3,223.0,0.0619
Ethiopia,AFR,1997,0.06860000000000001,0.0,0.16,0.0054600000000000004,50.6,4.4,0.0309
Finland,EUR,1997,0.0175,0.984,0.004719999999999999,5.72e-05,77.3,1850.0,0.0771
Fiji,WBR,1997,0.0321,0.962,0.0238,0.00114,65.9,92.3,0.035
France,EUR,1997,0.0175,0.0,0.00584,0.000131,78.7,2440.0,0.103
"Micronesia, Fed. Sts.",WBR,1997,0.0454,0.0,0.0556,0.00168,62.4,149.0,0.07919999999999999
Gabon,AFR,1997,0.0481,0.0,0.08800000000000001,0.00278,60.2,117.0,0.0252
United Kingdom,EUR,1997,0.0173,0.0,0.006889999999999999,8.62e-05,77.3,1540.0,0.0661
Georgia,EUR,1997,0.0175,0.0,0.0427,0.000346,70.9,57.0,0.0799
Ghana,AFR,1997,0.0504,0.0,0.109,0.0017,59.5,20.5,0.0531
Guinea,AFR,1997,0.06269999999999999,0.0,0.188,0.005229999999999999,54.2,26.3,0.0556
Gambia,AFR,1997,0.06,0.0,0.129,0.0039299999999999995,61.1,17.8,0.0518
Guinea-Bissau,AFR,1997,0.0611,0.0,0.19,0.00396,50.0,16.0,0.0672
Equatorial Guinea,AFR,1997,0.0594,0.0,0.168,0.00325,54.4,43.9,0.0417
Greece,EUR,1997,0.013500000000000002,0.999,0.007730000000000002,3.13e-05,78.1,1060.0,0.08439999999999999
Grenada,AMR,1997,0.0287,0.0,0.0169,0.000468,71.6,219.0,0.0725
Guatemala,AMR,1997,0.049,0.0,0.0586,0.00229,65.3,63.9,0.0377
Guyana,AMR,1997,0.0306,0.95,0.0502,0.0017399999999999998,63.3,51.0,0.0497
Honduras,AMR,1997,0.0441,0.0,0.0424,0.00193,69.6,39.5,0.0488
Croatia,EUR,1997,0.0151,0.999,0.00926,0.000127,73.5,302.0,0.0587
Haiti,AMR,1997,0.0467,0.0,0.115,0.0045,56.1,24.6,0.062
Hungary,EUR,1997,0.0143,0.995,0.0115,0.00016800000000000002,71.0,309.0,0.0683
Indonesia,SEAR,1997,0.0258,0.4320000000000001,0.0603,0.0036299999999999995,66.7,20.3,0.0193
India,SEAR,1997,0.0351,0.0,0.102,0.00366,61.9,18.4,0.0435
Ireland,EUR,1997,0.0192,0.0,0.00732,5.9999999999999995e-05,76.1,1400.0,0.0626
Iran,EMR,1997,0.0273,0.861,0.0402,0.000414,70.9,110.0,0.0408
Iraq,EMR,1997,0.0522,0.0,0.0471,0.0008590000000000001,67.5,8.89,0.0169
Iceland,EUR,1997,0.0207,0.998,0.004719999999999999,4.26e-05,79.2,2650.0,0.0964
Israel,EUR,1997,0.0292,0.0,0.007790000000000001,0.000104,78.2,1440.0,0.07719999999999999
Italy,EUR,1997,0.0123,0.0,0.0066099999999999996,5.610000000000001e-05,78.8,1600.0,0.0761
Jamaica,AMR,1997,0.027000000000000003,0.946,0.0244,0.000675,75.0,178.0,0.0597
Jordan,EMR,1997,0.0435,0.967,0.0293,0.00105,72.0,146.0,0.0926
Japan,WBR,1997,0.0137,0.0,0.00521,9.73e-05,81.0,2360.0,0.0699
Kazakhstan,EUR,1997,0.0205,0.976,0.0499,0.0007469999999999999,64.1,67.0,0.0468
Kenya,AFR,1997,0.0535,0.0,0.11599999999999999,0.00262,55.5,18.7,0.0412
Kyrgyz Republic,WBR,1997,0.0302,0.981,0.0577,0.000642,66.8,20.7,0.0554
Cambodia,WBR,1997,0.0433,0.0,0.12,0.0039,59.4,23.5,0.0799
Kiribati,WBR,1997,0.0424,0.0,0.0777,0.0037600000000000003,55.8,81.6,0.0942
South Korea,WBR,1997,0.0153,0.996,0.00899,0.00016399999999999995,75.3,454.0,0.0392
Kuwait,EMR,1997,0.0286,0.0,0.0134,0.000229,77.8,669.0,0.0369
Lao,WBR,1997,0.049400000000000006,0.0,0.11900000000000001,0.00471,56.7,22.0,0.0632
Lebanon,EMR,1997,0.024700000000000003,0.0,0.0233,0.000314,73.9,502.0,0.114
Liberia,AFR,1997,0.0606,0.0,0.22399999999999998,0.00602,52.4,0.0,0.0
Libya,EMR,1997,0.0327,0.0,0.0309,0.000258,75.0,200.0,0.0323
St. Lucia,WBR,1997,0.0264,0.997,0.0188,0.0004940000000000001,72.3,199.0,0.0496
Sri Lanka,SEAR,1997,0.0225,0.0,0.0186,0.00073,70.5,27.3,0.0333
Lesotho,AFR,1997,0.0439,0.0,0.10800000000000001,0.0013599999999999999,54.1,32.1,0.07139999999999999
Lithuania,EUR,1997,0.015,1.0,0.0123,0.00017900000000000001,71.2,163.0,0.0574
Luxembourg,EUR,1997,0.0172,0.0,0.00563,0.000113,77.2,2470.0,0.0559
Latvia,EUR,1997,0.0122,1.0,0.0179,0.00034700000000000003,69.7,160.0,0.0623
Morocco,EMR,1997,0.0304,0.456,0.0568,0.00228,68.4,49.3,0.0409
Moldova,EUR,1997,0.0172,0.991,0.038,0.000481,68.1,42.7,0.0945
Madagascar,AFR,1997,0.0584,0.473,0.126,0.0037700000000000003,58.4,8.55,0.0337
Maldives,SEAR,1997,0.0367,0.0,0.053,0.0020800000000000003,69.8,124.0,0.0633
Mexico,AMR,1997,0.0288,0.857,0.0312,0.0006270000000000001,72.9,223.0,0.048
North Macedonia,EUR,1997,0.0186,0.956,0.019600000000000003,0.000143,71.2,178.0,0.0923
Mali,AFR,1997,0.0698,0.0,0.204,0.0050100000000000006,51.1,18.2,0.0703
Malta,EUR,1997,0.0189,0.0,0.00859,0.00011100000000000001,78.2,636.0,0.0655
Myanmar,SEAR,1997,0.0297,0.564,0.0965,0.00196,57.7,2.03,0.0189
Montenegro,EUR,1997,0.0193,0.0,0.015,9.91e-05,73.8,101.0,0.0766
Mongolia,WBR,1997,0.0243,0.0,0.07809999999999999,0.00179,60.0,18.8,0.0418
Mozambique,AFR,1997,0.0588,0.442,0.201,0.002,52.6,10.3,0.0456
Mauritania,AFR,1997,0.0564,0.0,0.114,0.00688,62.2,23.0,0.0398
Mauritius,AFR,1997,0.0207,0.978,0.0226,0.000504,71.1,127.0,0.0352
Malawi,AFR,1997,0.06309999999999999,0.0,0.195,0.0026100000000000003,45.7,13.3,0.0516
Malaysia,WBR,1997,0.0315,0.0,0.0124,0.000755,72.5,123.0,0.0268
Namibia,AFR,1997,0.0435,0.0,0.0736,0.0016899999999999999,58.0,143.0,0.069
Niger,AFR,1997,0.0771,0.0,0.255,0.00365,50.5,6.76,0.0358
Nigeria,AFR,1997,0.0619,0.0,0.2,0.00286,54.6,53.3,0.0463
Nicaragua,AMR,1997,0.0347,0.0,0.0445,0.00082,72.4,47.9,0.0684
Netherlands,EUR,1997,0.0156,0.0,0.006549999999999999,0.000104,78.0,1970.0,0.0795
Norway,EUR,1997,0.0186,0.991,0.00524,3.0799999999999996e-05,78.5,3020.0,0.084
New Zealand,WBR,1997,0.0205,0.0,0.0081,7.82e-05,77.4,1300.0,0.0722
Oman,EMR,1997,0.0463,0.0,0.0205,0.000532,68.4,231.0,0.0335
Pakistan,EMR,1997,0.0505,0.18,0.121,0.00292,60.5,14.7,0.0334
Panama,AMR,1997,0.0281,0.895,0.0273,0.000562,76.7,258.0,0.0712
Peru,AMR,1997,0.031400000000000004,0.0,0.0496,0.00217,73.0,104.0,0.0435
Philippines,WBR,1997,0.0392,0.0,0.0407,0.000848,70.1,41.1,0.0362
Papua New Guinea,WBR,1997,0.0463,0.0,0.0767,0.00297,63.5,33.7,0.034
Poland,EUR,1997,0.0156,0.997,0.012,0.000108,72.7,230.0,0.0561
Portugal,EUR,1997,0.0145,0.0,0.00864,0.000105,75.9,892.0,0.0779
Paraguay,AMR,1997,0.0391,0.0,0.0362,0.00116,75.5,123.0,0.0695
Qatar,EMR,1997,0.0347,1.0,0.013999999999999999,0.0006,70.1,680.0,0.0318
Romania,EUR,1997,0.0132,0.983,0.0258,0.000509,69.1,75.3,0.047699999999999985
Russia,EUR,1997,0.0122,0.991,0.0212,0.000508,67.2,194.0,0.071
Rwanda,AFR,1997,0.0594,0.0,0.209,0.0046700000000000005,46.8,13.5,0.0459
Saudi Arabia,EMR,1997,0.0453,0.0,0.0267,0.000515,69.8,265.0,0.0306
Sudan,EMR,1997,0.0568,0.0,0.114,0.00247,61.8,13.8,0.0375
Senegal,AFR,1997,0.0577,0.466,0.141,0.00351,59.6,21.6,0.0408
Singapore,WBR,1997,0.0161,0.997,0.00459,4.94e-05,77.9,756.0,0.029
Solomon Islands,WBR,1997,0.0497,0.0,0.032100000000000004,0.0028399999999999996,56.8,49.5,0.0498
Sierra Leone,AFR,1997,0.06509999999999999,0.0,0.248,0.00439,51.5,29.4,0.135
El Salvador,AMR,1997,0.0338,0.0,0.0394,0.0008789999999999999,72.1,155.0,0.0814
Somalia,EMR,1997,0.07690000000000001,0.0,0.172,0.00418,50.1,5.75,0.0263
Serbia,EUR,1997,0.0184,0.0,0.0154,0.00017900000000000001,70.2,144.0,0.0722
Sao Tome and Principe,WBR,1997,0.0544,0.0,0.0979,0.0020800000000000003,64.1,61.8,0.0889
Suriname,AMR,1997,0.0297,0.0,0.0383,0.000719,71.5,160.0,0.0776
Slovak Republic,WBR,1997,0.0145,1.0,0.011000000000000001,9.82e-05,73.0,230.0,0.0578
Slovenia,EUR,1997,0.0124,0.999,0.00656,9.67e-05,75.3,797.0,0.0776
Sweden,EUR,1997,0.0153,0.0,0.00434,3.9399999999999995e-05,79.5,2300.0,0.0803
Eswatini,AFR,1997,0.0452,0.0,0.10800000000000001,0.0010199999999999999,55.4,87.3,0.0512
Seychelles,AFR,1997,0.0222,0.0,0.0139,0.000714,71.2,432.0,0.0584
Syria,EMR,1997,0.0432,0.0,0.027000000000000003,0.000513,70.4,59.1,0.053
Chad,AFR,1997,0.0742,0.15,0.195,0.00454,52.8,11.5,0.0554
Togo,AFR,1997,0.0559,0.0,0.129,0.00318,56.7,17.7,0.0456
Thailand,SEAR,1997,0.0178,0.0,0.0255,0.000801,71.7,99.0,0.04
Tajikistan,EUR,1997,0.0433,0.726,0.10300000000000001,0.0006590000000000001,65.6,5.63,0.0364
Turkmenistan,EUR,1997,0.0315,0.0,0.0858,0.0006389999999999999,64.3,30.0,0.0485
Timor-Leste,SEAR,1997,0.0683,0.258,0.126,0.00349,63.4,42.8,0.105
Tonga,WBR,1997,0.0434,0.0,0.0184,0.0011300000000000001,71.4,98.1,0.0564
Trinidad and Tobago,AMR,1997,0.0184,0.984,0.0288,0.00082,70.2,187.0,0.0416
Tunisia,EMR,1997,0.0238,0.0,0.0374,0.00063,73.5,116.0,0.0564
Turkey,EUR,1997,0.0266,0.0,0.0475,0.00074,72.0,130.0,0.0313
Tanzania,AFR,1997,0.0578,0.0,0.149,0.0024100000000000002,52.6,8.87,0.0365
Uganda,AFR,1997,0.0697,0.0,0.162,0.00128,48.4,16.5,0.0554
Ukraine,EUR,1997,0.0127,0.999,0.0202,0.00033200000000000005,67.9,60.6,0.0608
Uruguay,AMR,1997,0.0233,0.984,0.0191,0.00035800000000000003,74.1,616.0,0.084
United States,AMR,1997,0.0197,0.994,0.00894,0.000135,76.8,4060.0,0.133
Uzbekistan,EUR,1997,0.0319,1.0,0.0686,0.000226,65.4,32.4,0.0521
St. Vincent and the Grenadines,WBR,1997,0.0258,0.0,0.0225,0.000614,70.9,128.0,0.0473
Venezuela,AMR,1997,0.0297,0.953,0.0245,0.000665,74.1,144.0,0.0386
Vietnam,WBR,1997,0.0236,0.7709999999999999,0.0349,0.000314,71.3,17.1,0.0486
Vanuatu,WBR,1997,0.0461,0.0,0.0342,0.00123,62.1,46.7,0.0319
Samoa,WBR,1997,0.0464,0.0,0.0235,0.0009199999999999999,68.0,77.6,0.0545
Yemen,EMR,1997,0.0699,0.21600000000000005,0.107,0.00212,62.0,20.8,0.0468
South Africa,AFR,1997,0.0297,0.0,0.06570000000000001,0.0009960000000000001,59.5,287.0,0.08259999999999999
Zambia,AFR,1997,0.0612,0.465,0.175,0.00242,45.7,25.8,0.0621
Zimbabwe,AFR,1997,0.0424,0.0,0.106,0.0009630000000000001,51.2,63.5,0.0903
Afghanistan,EMR,1998,0.0762,0.0,0.138,0.00456,53.3,0.0,0.0
Angola,AFR,1998,0.0673,0.0,0.215,0.00278,50.6,9.1,0.018500000000000003
Albania,EUR,1998,0.0233,0.991,0.0288,0.000123,74.8,47.1,0.0534
United Arab Emirates,EMR,1998,0.0291,0.0,0.0119,0.000175,69.2,839.0,0.0306
Argentina,AMR,1998,0.0262,0.975,0.0212,0.000586,73.7,706.0,0.08539999999999999
Armenia,EUR,1998,0.015,0.974,0.0339,0.000263,71.6,35.2,0.0578
Antigua and Barbuda,AMR,1998,0.023,1.0,0.0176,0.00025299999999999997,74.5,388.0,0.0464
Australia,WBR,1998,0.0177,0.993,0.00645,5.97e-05,79.1,1590.0,0.07629999999999999
Austria,EUR,1998,0.0137,0.983,0.00577,4.95e-05,77.9,2660.0,0.0993
Azerbaijan,EUR,1998,0.0221,0.915,0.0848,0.00040599999999999995,66.0,30.6,0.0549
Burundi,AFR,1998,0.0713,0.0,0.16699999999999998,0.00562,43.9,8.26,0.0575
Belgium,EUR,1998,0.0161,0.0,0.00635,0.000101,77.7,1980.0,0.0789
Benin,AFR,1998,0.0612,0.0,0.146,0.00349,57.2,17.5,0.0439
Burkina Faso,AFR,1998,0.067,0.0,0.18600000000000003,0.00251,51.6,12.5,0.0468
Bulgaria,EUR,1998,0.012,0.999,0.0189,0.00042300000000000004,69.4,82.8,0.0536
Bahrain,EMR,1998,0.0286,0.0,0.0141,0.00047400000000000003,71.0,479.0,0.0471
Bahamas,AMR,1998,0.0226,0.99,0.016399999999999998,0.000588,71.4,1020.0,0.06280000000000001
Bosnia and Herzegovina,EUR,1998,0.016200000000000003,0.993,0.0108,0.000207,74.9,94.7,0.0779
Belarus,EUR,1998,0.0129,0.999,0.0145,0.00027600000000000004,68.4,89.3,0.0596
Belize,AMR,1998,0.0381,0.79,0.0254,0.000469,70.6,109.0,0.0378
Bolivia,AMR,1998,0.0427,0.593,0.0844,0.00297,65.5,54.4,0.051
Brazil,AMR,1998,0.0243,0.986,0.0396,0.000718,70.4,336.0,0.0674
Barbados,AMR,1998,0.0174,0.0,0.0149,0.000484,74.5,530.0,0.0593
Brunei,WBR,1998,0.0249,0.993,0.0111,0.000319,72.2,575.0,0.046
Bhutan,SEAR,1998,0.04,0.0,0.0865,0.0030399999999999997,65.4,37.2,0.0566
Botswana,AFR,1998,0.0361,0.0,0.0824,0.0015,47.6,126.0,0.0397
Central African Republic,AFR,1998,0.0554,0.0,0.174,0.005370000000000001,43.8,10.2,0.0347
Canada,AMR,1998,0.0156,0.993,0.006379999999999999,6.34e-05,78.8,1850.0,0.0904
Switzerland,EUR,1998,0.0147,0.0,0.0058200000000000005,6.280000000000001e-05,79.9,3850.0,0.101
Chile,AMR,1998,0.0218,0.996,0.0119,0.00028900000000000003,76.2,425.0,0.08039999999999999
China,WBR,1998,0.015,0.0,0.0415,0.000753,70.9,35.4,0.0436
Cote d'Ivoire,WBR,1998,0.0585,0.0,0.15,0.0030800000000000003,50.9,53.0,0.0658
Cameroon,AFR,1998,0.0572,0.55,0.153,0.0040100000000000005,55.2,29.0,0.0442
"Congo, Dem. Rep.",WBR,1998,0.0706,0.0,0.168,0.0027,53.3,6.32,0.0482
"Congo, Rep.",WBR,1998,0.051100000000000007,0.0,0.115,0.00352,50.3,23.9,0.0364
Colombia,AMR,1998,0.0248,0.913,0.0267,0.000732,74.0,239.0,0.0932
Comoros,AFR,1998,0.0529,0.0,0.10300000000000001,0.0026,60.3,13.8,0.034300000000000004
Cape Verde,AFR,1998,0.0407,0.885,0.0449,0.00124,69.7,63.1,0.0506
Costa Rica,AMR,1998,0.0256,0.98,0.0144,0.000286,77.4,236.0,0.0626
Cuba,AMR,1998,0.0163,0.999,0.00927,0.0005329999999999999,76.3,135.0,0.0582
